BUSINESSID,X_Coord,Y_Coord,PARENTNAME,NAME,TRAFFIC_ZONE,FULL_ADDRESS,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIR,UNIT_NUM,COMMUNITY,MUNICIPALITY,PROVINCE,COUNTRY,POST_CODE,MAIL_FULL_ADDRESS,MAIL_STREET_NUM,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_UNIT_NUM,MAIL_COMMUNITY,MAIL_MUNICIPALITY,MAIL_PROVINCE,MAIL_COUNTRY,MAIL_POST_CODE,MAIL_POBOX,PRIM_NAICS,PRIM_NAICS_DESC,SEC_NAICS,SEC_NAICS_DESC,PRIM_BUS_CLUSTER,SEC_BUS_CLUSTER,BUS_ACTIVITY_DESC,MANUFACTURER,CAN_HEADOFFICE,HEADOFFICEPROVSTATE,HEADOFFICECOUNTRY,EMPLOYEE_RANGE,YR_CURRENTLOC,WEBSITE,GEN_BUS_EMAIL,PHONE_NO,PHONE_EXT,FAX_NO,TOLLFREE_NO,TOLLFREE_EXT,UPDATEMETHOD,LAST_SURVEYED,LAST_UPDATED
107812,626743,4850635, ,LOUIS CASTEL,1395,100 STEELES AVENUE WEST,100,STEELES,Avenue,W,35,Thornhill,Vaughan,ONTARIO,CANADA,L4J7Y1,100 STEELES AVENUE WEST,100,STEELES,Avenue,W,35,Thornhill,Vaughan,ONTARIO,CANADA,L4J7Y1, ,45111,SPORTING GOODS STORES, , , , ,UNISEX GOLF CLOTHING AND ACCESSORIES,0,0,NA,SOUTH KOREA,9-May,2017,WWW.LOUISCASTEL.COM,LOUISCASTELTORONTO@GMAIL.COM,905-597-0788,0, , , ,In Person,12/20/2019,7/15/2019
108071,618690,4852286, ,BRASS VIXENS,1067,2900 LANGSTAFF ROAD,2900,LANGSTAFF,Road, ,14,Concord,Vaughan,ONTARIO,CANADA,L4K4R9,2900 LANGSTAFF ROAD,2900,LANGSTAFF,Road, ,14,Concord,Vaughan,ONTARIO,CANADA,L4K4R9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,POLE DANCE AND FITNESS STUDIO,0,0,ON,CANADA,9-May,2016,WWW.BRASSVIXENS.COM,INFO@BRASSVIXENS.COM,416-901-2848,0, , , ,In Person,12/20/2019,7/2/2019
108335,639385,4857266, ,RESULTS FITNESS,1204,80 TRAVAIL ROAD,80,TRAVAIL,Road, ,16,Markham,Markham,ONTARIO,CANADA,L3S3J1,80 TRAVAIL ROAD,80,TRAVAIL,Road, ,16,Markham,Markham,ONTARIO,CANADA,L3S3J1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"BOOT CAMP AND PERSONAL FITNESS TRAINING, RAPID TRANSFORMATION AND WEIGHT LOSS.",0,0,NA,NOT APPLICABLE,4-Jan,2016,WWW.RESULTSFITNESS.CA, ,647-575-5597,0, , , ,email,12/20/2019,8/29/2018
108342,620598,4850590, ,GIANT VAUGHAN,1064,7700 KEELE STREET,7700,KEELE,Street, ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4K2A1,7700 KEELE STREET,7700,KEELE,Street, ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4K2A1, ,45111,SPORTING GOODS STORES, , , , ,RETAIL BICYCLES AND BICYCLE EQUIPMENT. BICYCLE REPAIRS.,0,0,ON,NOT APPLICABLE,9-May,2017,WWW.GIANTVAUGHAN.COM,INFO@GIANTVAUGHAN.COM,905-597-7078,0, , , ,In Person,12/20/2019,6/21/2019
108467,633098,4858916, ,COWBOY FITNESS,1173,50 LOCKRIDGE AVENUE,50,LOCKRIDGE,Avenue, ,16,Markham,Markham,ONTARIO,CANADA,L3R8X4,50 LOCKRIDGE AVENUE,50,LOCKRIDGE,Avenue, ,16,Markham,Markham,ONTARIO,CANADA,L3R8X4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"GYM AND FITNESS CENTRE, PROVIDE PERSONAL TRAINERS",0,0,NA,NOT APPLICABLE,9-May,2017,WWW.COWBOYFITNESSTORONTO.COM,281758856@QQ.COM,647-975-3567,0, , , ,In Person,12/20/2019,5/29/2019
108674,637874,4858678, ,9ROUND FITTNESS,1206,8525 MCCOWAN ROAD,8525,MCCOWAN,Road, ,5,Markham,Markham,ONTARIO,CANADA,L3P5E5,8525 MCCOWAN ROAD,8525,MCCOWAN,Road, ,5,Markham,Markham,ONTARIO,CANADA,L3P5E5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,30-MINUTE KICK-BOXING FITNESS STUDIO,0,0,NA,USA,9-May,2017,WWW.9ROUNDFITNESS.CA/MARKHAMONMCCOWAN,Y.CHEUNG@9ROUND.COM,905-580-0700,0, , , ,In Person,12/20/2019,7/16/2019
109233,622519,4873491, ,CENTRAL YORK GIRLS HOCKEY ASSOCIATION,1452,1 COMMUNITY CENTRE LANE,1,COMMUNITY CENTRE,Lane, , ,Aurora,Aurora,ONTARIO,CANADA,L4G7B1,14845 YONGE STREET,14845,YONGE,Street, ,6,Aurora,Aurora,ONTARIO,CANADA,L4G6H8,130,71121,SPECTATOR SPORTS, , , , ,GIRL'S AND WOMEN'S HOCKEY ASSOCIATION,0,0,NA,NOT APPLICABLE,4-Jan,1993,WWW.CYGHA.COM,INFO@CYGHA.COM,905-727-0269,0,905-727-0457, , ,Phone,12/20/2019,8/7/2019
109234,623469,4871130, ,AURORA SOCCER CLUB,1454,510 INDUSTRIAL PARKWAY SOUTH,510,INDUSTRIAL,Parkway,S, ,Aurora,Aurora,ONTARIO,CANADA,L4G6W8,510 INDUSTRIAL PARKWAY SOUTH,510,INDUSTRIAL,Parkway,S, ,Aurora,Aurora,ONTARIO,CANADA,L4G6W8, ,71121,SPECTATOR SPORTS, , , , ,SOCCER CLUB AND ASSOCIATION,0,0,NA,NOT APPLICABLE,4-Jan,1954,WWW.AURORASOCCERCLUB.COM,INFO@AURORASOCCERCLUB.COM,905-727-7759,0, , , ,Phone,12/20/2019,8/21/2018
109506,625534,4881496, ,MATRIX OF MOTION FITNESS STUDIOS,1264,1110 STELLAR DRIVE,1110,STELLAR,Drive, ,104,Newmarket,Newmarket,ONTARIO,CANADA,L3Y7B7,1110 STELLAR DRIVE,1110,STELLAR,Drive, ,104,Newmarket,Newmarket,ONTARIO,CANADA,L3Y7B7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"GYM MEMBERSHIPS, PERSONAL TRAINING, REHAB",0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.MATRIXOFMOTION.COM,INFO@MATRIXOFMOTION.COM,905-235-7665,0, , , ,In Person,12/20/2019,5/10/2019
109742,616984,4850072, ,TURF ATHLETIC CLUB,1049,31 JEVLAN DRIVE,31,JEVLAN,Drive, ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8C2,31 JEVLAN DRIVE,31,JEVLAN,Drive, ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8C2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS, PERSONAL TRAINING, GROUP FITNESS/CLASSES, AND FITNESS EVENTS",0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.TURFATHLETICCLUB.COM,INFO@TURFATHLETICCLUB.COM,0,0, ,844-371-8873, ,In Person,12/20/2019,7/23/2019
109821,611738,4847481, ,TAI FITNESS,1024,111 REGINA ROAD,111,REGINA,Road, ,24,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8N5,111 REGINA ROAD,111,REGINA,Road, ,24,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8N5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL TRAINING. YOGA LESSONS BOTH PRIVATE AND CLASSES. NUTRITION PROGRAM. HEALTH AND WELLNESS WORKSHOPS,0,0,NA,NOT APPLICABLE,4-Jan,2016,WWW.TAIFITNESSTRAINING.COM,NIKI@TAIFITNESSTRAINING.COM,647-210-2631,0, , , ,In Person,12/20/2019,5/15/2018
109874,610323,4847303, ,EPIC CYCLES,1002,6221 HIGHWAY 7,6221,7, , ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4H0K8,6221 HIGHWAY 7,6221,7, , ,1,Woodbridge,Vaughan,ONTARIO,CANADA,L4H0K8, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL AND DISTRIBUTION OF ELECTRIC BIKES, SCOOTERS, HELMETS, AND RELATED ACCESSORIES. FIRST MAGNUM BIKES STORE IN CANADA. DISTRIBUTE TO OTHER RETAILERS ACROSS CANADA. ALSO DO SOME REFURBISHING AND REPAIRS OF BIKES.",0,0,NA, ,9-May,2018,WWW.EPICCYCLES.CA,SALES@EPICCYCLES.CA,647-715-9000,0, , , ,In Person,12/20/2019,7/15/2019
110113,638065,4858729, ,STRENGTH FITNESS,1206,5328 HIGHWAY 7,5328,7, , ,2,Markham,Markham,ONTARIO,CANADA,L3P1B9,5328 HIGHWAY 7,5328,7, , ,2,Markham,Markham,ONTARIO,CANADA,L3P1B9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTER,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.STRENGTHFITNESS.FIT,INFO@STRENGTHFITNESS.FIT,905-209-1811,0, , , ,In Person,12/20/2019,7/24/2019
110134,620508,4857515, ,SOCCER MAXX,1077,1860 MAJOR MACKENZIE DRIVE WES,1860,MAJOR MACKENZIE,Drive,W,5-Apr,Maple,Vaughan,ONTARIO,CANADA,L6A4R9,1860 MAJOR MACKENZIE DRIVE WES,1860,MAJOR MACKENZIE,Drive,W,5-Apr,Maple,Vaughan,ONTARIO,CANADA,L6A4R9, ,45111,SPORTING GOODS STORES, , , , ,RETAIL SPORTING GOODS SOCCER SPECIALITY,0,0,ON,NOT APPLICABLE,9-May,2017,WWW.SOCCERMAXX.CA,INFO@SOCCERMAXX.CA,905-417-2277,0, , , ,In Person,12/20/2019,5/17/2019
110154,616605,4851484, ,FIT 4 LESS,1049,8401 WESTON ROAD,8401,WESTON,Road, ,7A,Woodbridge,Vaughan,ONTARIO,CANADA,L4L1A6,8401 WESTON ROAD,8401,WESTON,Road, ,7A,Woodbridge,Vaughan,ONTARIO,CANADA,L4L1A6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"GYM, VIRTUAL FITNESS CLASSES, CYCLING",0,0,NA,NOT APPLICABLE,9-May,2018,WWW.FIT4LESS.CA,WOODBRIDGELANGSTAFF@FIT4LESS.CA,905-851-0280,0, , , ,In Person,12/20/2019,8/1/2019
110177,627039,4851155, ,NEW WORLD WELLNESS CENTRE,1147,7163 YONGE STREET,7163,YONGE,Street, ,267,Thornhill,Markham,ONTARIO,CANADA,L3T0C6,7163 YONGE STREET,7163,YONGE,Street, ,267,Thornhill,Markham,ONTARIO,CANADA,L3T0C6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTER,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0, , ,UNKNOWN,0, , , ,other,12/20/2019,8/31/2018
110201,629243,4856617, ,BLEACHER BUM,1130,105 WEST BEAVER CREEK ROAD,105,BEAVER CREEK,Road, ,7,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B1C6,105 WEST BEAVER CREEK ROAD,105,BEAVER CREEK,Road, ,7,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B1C6, ,45111,SPORTING GOODS STORES, , , , ,SELL RETAIL SPORT MEMORABILIA AND APPAREL. ALSO ONLINE RETAILERS,0,0,NA,NOT APPLICABLE,4-Jan,2006,WWW.BLEACHERBUMCOLLECTIBLES.COM, ,647-992-2286,0, , , ,Phone,12/20/2019,6/7/2018
110338,639900,4870510, ,STOUFFVILLE BASEBALL ASSOCIATION,1301,12483 NINTH LINE,12483,NINTH,Line, , ,Whitchurch-Stouff,Whitchurch-Stouffville,ONTARIO,CANADA,L4A1C2,12483 NINTH LINE,12483,NINTH,Line, , ,Whitchurch-Stouff,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A1C2, ,71121,SPECTATOR SPORTS, , , , ,BASEBALL CLUB: PROVIDE YOUTH AND ADULT RECREATIONAL/COMPETITIVE PROGRAMS,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0,WWW.STOUFFVILLEYANKEESBASEBALL.COM,INFO@STOUFFVILLEYANKEESBASEBALL.COM,UNKNOWN,0, , , ,Phone,12/20/2019,8/28/2018
110596,615775,4854953, ,SHRED905,1040,9750 WESTON ROAD,9750,WESTON,Road, ,14,Woodbridge,Vaughan,ONTARIO,CANADA,L4H2Z7,9750 WESTON ROAD,9750,WESTON,Road, ,14,Woodbridge,Vaughan,ONTARIO,CANADA,L4H2Z7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS STUDIO, GYM. CLASSES, PRIVATE TRAINING AND SMALL GROUP TRAINING FOR BOXING, SPINNING, FUNCTIONAL TRAINING, YOGA AND KIDS FITNESS. TEAM CORPORATE TRAINING",0,0,NA,NOT APPLICABLE,19-Oct,2018,WWW.SHRED905.COM,SHRED905@ROGERS.COM,647-807-4733,0, , , ,Phone,12/20/2019,6/6/2018
110671,634258,4853693, ,REFORM FIT,1437,85 FERRIER STREET,85,FERRIER,Street, ,16,Markham,Markham,ONTARIO,CANADA,L3R3K6,85 FERRIER STREET,85,FERRIER,Street, ,16,Markham,Markham,ONTARIO,CANADA,L3R3K6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL FITNESS GYM,0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.REFORMFIT.CA,INFO@REFORMFIT.CA,905-475-2965,0, , , ,Phone,12/20/2019,6/8/2018
110811,635760,4871469, ,FOXHUNTER TAX SHOP,1304,13243 MCCOWAN ROAD,13243,MCCOWAN,Road, , ,Stouffville,Whitchurch-Stouffville,ONTARIO,CANADA,L4A7X5,210 MANITOBA STREET,210,MANITOBA,Street, , ,Stouffville,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A4Y3, ,45111,SPORTING GOODS STORES, , , , ,"TACK STORE, RETAIL ONLY",0,0,NA,NOT APPLICABLE,4-Jan,2015, ,SUEANSALDO@GMAIL.COM,905-640-5544,0, , , ,Phone,12/20/2019,6/13/2018
110845,616403,4855899, ,GOODLIFE FITNESS,1052,3420 MAJOR MACKENZIE DRIVE WES,3420,MAJOR MACKENZIE,Drive,W,201,Woodbridge,Vaughan,ONTARIO,CANADA,L4H4J6,3420 MAJOR MACKENZIE DRIVE WES,3420,MAJOR MACKENZIE,Drive,W,201,Woodbridge,Vaughan,ONTARIO,CANADA,L4H4J6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTRE AND SAUNA,0,0,NA,NOT APPLICABLE,19-Oct,2017,WWW.GOODLIFEFITNESS.COM, ,905-303-8622,0, , , ,In Person,12/20/2019,5/21/2019
110913,634269,4853366, ,FITTING ROOM,1437,351 FERRIER STREET,351,FERRIER,Street, ,7,Markham,Markham,ONTARIO,CANADA,L3R5Z2,351 FERRIER STREET,351,FERRIER,Street, ,7,Markham,Markham,ONTARIO,CANADA,L3R5Z2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL TRAINING FOR INDIVIDUALS,0,0,NA,NOT APPLICABLE,9-May,2018,WWW.FITTING-ROOM.CA,INFO@FITTING-ROOM.CA,905-604-6617,0, , , ,Phone,12/20/2019,8/9/2019
110952,627081,4851486, ,PLAYERS CANADA,1148,5 GLEN CAMERON ROAD,5,GLEN CAMERON,Road, ,6,Markham,Markham,ONTARIO,CANADA,L3T5W2,5 GLEN CAMERON ROAD,5,GLEN CAMERON,Road, ,6,Markham,Markham,ONTARIO,CANADA,L3T5W2, ,45111,SPORTING GOODS STORES, , , , ,"GOLF AND OUTDOOR CLOTHING AND ACCESSORIES, RETAIL",0,0,NA,NOT APPLICABLE,9-May,2018, ,PLAYERSCANADA@GMAIL.COM,905-731-7529,0, , , ,In Person,12/20/2019,6/20/2018
110965,627159,4851473, ,MONSTER GOLF,1148,11 GLEN CAMERON ROAD,11,GLEN CAMERON,Road, ,12A,Markham,Markham,ONTARIO,CANADA,L3T4N3,11 GLEN CAMERON ROAD,11,GLEN CAMERON,Road, ,12A,Markham,Markham,ONTARIO,CANADA,L3T4N3, ,45111,SPORTING GOODS STORES,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , ,SELL GOLF CLUBS RETAIL AND WHOLESALE,0,0,NA,NOT APPLICABLE,4-Jan,2018, , ,647-823-1231,0, , , ,Phone,12/20/2019,6/20/2018
111063,632683,4853628, ,PREMIUM TACKLE,1178,70 DON PARK ROAD,70,DON PARK,Road, ,10,Markham,Markham,ONTARIO,CANADA,L3R1G4,70 DON PARK ROAD,70,DON PARK,Road, ,10,Markham,Markham,ONTARIO,CANADA,L3R1G4, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,WHOLESALE OF FISHING PRODUCTS,0,0,NA,NOT APPLICABLE,4-Jan,2015,HTTP://PHENIXCANADA.COM/, ,416-722-2998,0,905-604-6990, , ,fax,12/20/2019,8/8/2019
111253,637445,4858330, ,HONMA GOLF CENTRE,1198,5051 HIGHWAY 7,5051,7, , ,1A,Markham,Markham,ONTARIO,CANADA,L3R1N3,5051 HIGHWAY 7,5051,7, , ,1A,Markham,Markham,ONTARIO,CANADA,L3R1N3, ,45111,SPORTING GOODS STORES, , , , ,GOLF TRAINING CENTRE AND RETAIL,0,0,NA,NOT APPLICABLE,9-May,2017,WWW.HONMACANADA.COM,INFO@HONMACANADA.COM,905-604-5679,0, , , ,Phone,12/20/2019,6/28/2018
111296,632310,4856674, ,F45 TRAINING,1172,3150 HIGHWAY 7,3150,7, , ,5,Markham,Markham,ONTARIO,CANADA,L3R5A1,3150 HIGHWAY 7,3150,7, , ,5,Markham,Markham,ONTARIO,CANADA,L3R5A1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"GYM AND FITNESS CENTRE, PERSONAL TRAINING",0,0,NA,NOT APPLICABLE,9-May,2018,WWW.F45TRAINING.COM/MARKHAM, , ,0, , , ,Phone,12/20/2019,8/15/2018
111328,625133,4860687, ,CITY SOCCER,1402,10720 YONGE STREET,10720,YONGE,Street, ,102,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C9,10720 YONGE STREET,10720,YONGE,Street, ,102,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C9, ,45111,SPORTING GOODS STORES, , , , ,SPORTING GOODS RETAIL STORE,0,0,ON,NOT APPLICABLE,4-Jan,2018,WWW.CITYSOCCERP.COM,CITYSOCCER@LIVE.CA,905-237-4691,0, , , ,In Person,12/20/2019,6/20/2019
111523,624168,4865078, ,MOVATI ATHLETIC,1407,81 SILVER MAPLE ROAD,81,SILVER MAPLE,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4E0Y2,81 SILVER MAPLE ROAD,81,SILVER MAPLE,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4E0Y2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GYM - FITNESS CENTRE,0,0,ON,NOT APPLICABLE,100-499,2018,WWW.MOVATIATHLETIC.COM,INFO@MOVATIATHLETIC.COM,289-475-0118,0, , , ,In Person,12/20/2019,5/16/2019
111769,625401,4860018, ,TEAM YOUPHORIC,1121,10457 YONGE STREET,10457,YONGE,Street, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C2,10457 YONGE STREET,10457,YONGE,Street, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,HOLISTIC HEALTH COACHING,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.TEAMYOUPHORIC.COM,STEPHEN@TEAMYOUPHORIC.COM,416-668-3652,0, , , ,In Person,12/20/2019,5/30/2019
111971,631930,4857075, ,V2 FITNESS,1172,50 MCINTOSH DRIVE,50,MCINTOSH,Drive, ,111,Markham,Markham,ONTARIO,CANADA,L3R9T3,50 MCINTOSH DRIVE,50,MCINTOSH,Drive, ,111,Markham,Markham,ONTARIO,CANADA,L3R9T3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CLUB,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0, , ,UNKNOWN,0, , , ,other,12/20/2019,8/13/2018
111977,631872,4856834, ,ORANGE THEORY FITNESS,1163,8630 WOODBINE AVENUE,8630,WOODBINE,Avenue, ,A3,Markham,Markham,ONTARIO,CANADA,L3R4X8,8630 WOODBINE AVENUE,8630,WOODBINE,Avenue, ,A3,Markham,Markham,ONTARIO,CANADA,L3R4X8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTRE,0,0,NA,NOT APPLICABLE,9-May,2018,MARKHAM-WEST.ORANGETHEORYFITNESS.COM,STUDIOCA009@ORANGETHEORYFITNESS.CA,289-809-3443,0, , , ,Phone,12/20/2019,8/14/2019
111988,636353,4857419, ,THE MARKHAM GYM,1445,8339 KENNEDY ROAD,8339,KENNEDY,Road, , ,Unionville,Markham,ONTARIO,CANADA,L3R5T5,8339 KENNEDY ROAD,8339,KENNEDY,Road, , ,Unionville,Markham,ONTARIO,CANADA,L3R5T5, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,GYM AND CROSSFIT PROGRAMS,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.THEMARKHAMGYM.COM, ,844-834-0942,0, , , ,other,12/20/2019,8/12/2019
112087,642128,4859491, ,HOME INSPIRED FITNESS,1222,28 OUTER BANKS DRIVE,28,OUTER BANKS,Drive, , ,Markham,Markham,ONTARIO,CANADA,L6B0N5,28 OUTER BANKS DRIVE,28,OUTER BANKS,Drive, , ,Markham,Markham,ONTARIO,CANADA,L6B0N5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PHYSICAL FITNESS PROGRAMMING,0,0,NA,NOT APPLICABLE,4-Jan,0,WWW.HIFITNESS.CA,HOPE@HIFITNESS.CA,416-951-1508,0, , , ,email,4/8/2020,7/26/2018
112093,636213,4855575, ,CUTTING EDGE PRO SHOPS,1183,7600 KENNEDY ROAD,7600,KENNEDY,Road, , ,Milliken,Markham,ONTARIO,CANADA,L3R9S5,7600 KENNEDY ROAD,7600,KENNEDY,Road, , ,Milliken,Markham,ONTARIO,CANADA,L3R9S5, ,45111,SPORTING GOODS STORES, , , , ,PRO SPORTS SHOP – OFFER SKATE SHARPENING RETAIL SPORTS EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.CUTTINGEDGEPROSHOPS.COM/LOCATIONS/MARKHAM/MMCC/,MMCC@CUTTINGDGEPROSHOPS.COM,289-818-2388,0, ,888-739-5329, ,Phone,12/20/2019,5/24/2019
112206,639320,4862336, ,FITWORX BOOTCAMP,1213,50 ANDERSON AVENUE,50,ANDERSON,Avenue, ,17,Markham,Markham,ONTARIO,CANADA,L6E1A5,50 ANDERSON AVENUE,50,ANDERSON,Avenue, ,17,Markham,Markham,ONTARIO,CANADA,L6E1A5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GYM - PERSONAL TRAINING AND BOOT CAMP,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0,WWW.FITWORX.CA, ,647-996-9679,0, , , ,Phone,12/20/2019,8/28/2018
112566,639448,4869457, ,CUTTING EDGE PRO SHOPS,1299,120 WELDON ROAD,120,WELDON,Road, , ,Whitchurch-Stouff,Whitchurch-Stouffville,ONTARIO,CANADA,L4A2S9,120 WELDON ROAD,120,WELDON,Road, , ,Whitchurch-Stouff,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A2S9, ,45111,SPORTING GOODS STORES, , , , ,PRO SPORTS SHOP – OFFER SKATE SHARPENING RETAIL SPORTS EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.CUTTINGEDGEPROSHOPS.COM/LOCATIONS/STOUFFVILLE/ST,SCSC@CUTTINGEDGEPROSHOPS.COM,289-212-4411,0, , , ,Phone,12/20/2019,5/24/2019
112568,639900,4870510, ,CUTTING EDGE PRO SHOPS,1301,12483 NINTH LINE,12483,NINTH,Line, , ,Whitchurch-Stouff,Whitchurch-Stouffville,ONTARIO,CANADA,L4A0B2,12483 NINTH LINE,12483,NINTH,Line, , ,Whitchurch-Stouff,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A0B2, ,45111,SPORTING GOODS STORES, , , , ,PRO SPORTS SHOP – OFFER SKATE SHARPENING RETAIL SPORTS EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.CUTTINGEDGEPROSHOPS.COM/LOCATIONS/STOUFFVILLE/ST,SCA@CUTTINGEDGEPROSHOPS.COM,289-212-4412,0, ,888-739-5329, ,In Person,12/20/2019,5/24/2019
112569,622519,4873491, ,CUTTING EDGE PRO SHOPS,1452,1 COMMUNITY CENTRE LANE,1,COMMUNITY CENTRE,Lane, , ,Aurora,Aurora,ONTARIO,CANADA,L4G7B1,1 COMMUNITY CENTRE LANE,1,COMMUNITY CENTRE,Lane, , ,Aurora,Aurora,ONTARIO,CANADA,L4G7B1, ,45111,SPORTING GOODS STORES, , , , ,SPORTS PRO SHOP,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.CUTTINGEDGEPROSHOPS.COM/LOCATIONS/AURORA/AURORA-,ACC@CUTTINGEDGEPROSHOPS.COM,289-796-2281,0, ,888-739-5329, ,Phone,12/20/2019,5/24/2019
112570,626410,4874334, ,CUTTING EDGE PRO SHOPS,1243,1400 WELLINGTON STREET EAST,1400,WELLINGTON,Street,E, ,Aurora,Aurora,ONTARIO,CANADA,L4G7B6,1400 WELLINGTON STREET EAST,1400,WELLINGTON,Street,E, ,Aurora,Aurora,ONTARIO,CANADA,L4G7B6, ,45111,SPORTING GOODS STORES, , , , ,SPORTS PRO SHOP. RETAILS SPORTS EQUIPMENT AND OFFERS SKATE SHARPENING.,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.CUTTINGEDGEPROSHOPS.COM/LOCATIONS/AURORA/STRONAC,SARC@CUTTINGEDGEPROSHOPS.COM,289-796-2282,0, ,888-739-5329, ,Phone,12/20/2019,5/24/2019
112693,624200,4873793, ,GET FIT WITH DAVE,1237,100 JOHN WEST WAY,100,JOHN WEST,Way, , ,Aurora,Aurora,ONTARIO,CANADA,L4G6J1,100 JOHN WEST WAY,100,JOHN WEST,Way, , ,Aurora,Aurora,ONTARIO,CANADA,L4G6J1, ,71394,Fitness and recreational sports centres, , , , ,PERSONAL TRAINING SERVICES,0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.GETFITWITHDAVE.CA, ,647-221-9534,0, , , ,other,4/8/2020,9/26/2018
112766,639377,4856893,CITY OF MARKHAM,AANIIN COMMUNITY CENTRE & LIBRARY,1203,5665 14TH AVENUE,5665,14TH,Avenue, , ,Markham,Markham,ONTARIO,CANADA,L3S3K5,5665 14TH AVENUE,5665,14TH,Avenue, , ,Markham,Markham,ONTARIO,CANADA,L3S3K5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,51912,LIBRARIES AND ARCHIVES, , ,COMMUNITY CENTRE AND LIBRARY,0,0,NA,NOT APPLICABLE,100-499,2018,WWW.MARKHAM.CA, ,905-475-4851,0, , , ,other,12/20/2019,9/17/2019
